Cultivo,Ubicaciones,Rendimiento,Tamaño,Fertilizantes
kumato,El Ejido,1.17,1,False
bola,Nijar,8.63,4,False
 de pera,Campohermoso,3.56,2,False
 de pera,Nijar,8.67,2,True
kumato,Campohermoso,0.88,1,False
kumato,La Mojonera,9.78,3,True
verde,La Mojonera,4.09,2,True
 de pera,La Mojonera,8.37,4,True
corazon de buey,Nijar,1.38,3,False
verde,Nijar,5.78,4,False
 de pera,La Mojonera,4.11,4,False
 de pera,La Mojonera,1.7,1,True
rosa,El Alquian,5.18,4,False
bola,Nijar,6.36,4,False
cherry,El Alquian,5.25,1,False
verde,El Ejido,5.52,1,True
bola,El Alquian,6.41,4,True
rosa,El Ejido,8.71,1,True
kumato,El Alquian,0.55,2,False
rosa,La Mojonera,2.61,4,True
rosa,La Mojonera,8.25,1,False
rosa,La Mojonera,0.59,4,True
corazon de buey,El Alquian,6.93,4,False
kumato,Nijar,1.98,2,False
corazon de buey,Nijar,0.82,1,True
corazon de buey,El Alquian,1.85,3,False
corazon de buey,Campohermoso,8.1,3,True
cherry,Campohermoso,5.95,1,False
Raf,El Ejido,8.93,4,True
kumato,El Ejido,5.44,2,True
cherry,El Alquian,9.7,4,True
rosa,La Mojonera,1.65,1,True
cherry,La Mojonera,7.3,1,False
bola,El Ejido,5.21,3,False
rosa,Campohermoso,6.25,4,True
rosa,El Ejido,9.97,4,True
cherry,Campohermoso,6.14,3,True
corazon de buey,El Alquian,7.0,4,False
 de pera,Campohermoso,7.15,2,False
corazon de buey,El Ejido,1.87,3,True
 de pera,Campohermoso,3.27,3,False
corazon de buey,Nijar,4.69,4,False
 de pera,Nijar,4.86,1,False
bola,Nijar,6.28,4,True
bola,El Ejido,0.25,1,False
rosa,Nijar,9.32,1,True
Raf,Campohermoso,0.68,1,True
bola,La Mojonera,9.5,4,True
rosa,El Alquian,1.39,4,True
 de pera,El Ejido,1.59,2,False
verde,El Ejido,9.1,3,True
 de pera,El Ejido,2.91,1,True
cherry,La Mojonera,8.47,1,False
Raf,La Mojonera,5.69,3,True
cherry,El Alquian,9.19,2,False
verde,La Mojonera,1.3,4,False
Raf,El Alquian,3.82,2,True
 de pera,El Ejido,2.72,3,False
kumato,El Alquian,3.84,3,False
rosa,Nijar,9.94,3,False
cherry,Nijar,5.16,3,False
verde,Campohermoso,8.91,4,True
 de pera,Campohermoso,0.1,1,True
 de pera,Campohermoso,8.45,3,False
cherry,Campohermoso,3.77,2,True
Raf,El Alquian,2.15,3,False
rosa,Campohermoso,1.35,1,True
bola,Nijar,1.26,2,False
 de pera,El Alquian,4.56,2,False
verde,El Alquian,1.38,1,True
kumato,Nijar,9.43,4,True
 de pera,Nijar,2.05,1,True
rosa,La Mojonera,9.82,1,False
Raf,El Alquian,8.72,1,True
 de pera,Campohermoso,8.55,4,False
kumato,Campohermoso,2.71,1,True
rosa,El Ejido,3.16,1,False
verde,El Ejido,0.98,3,True
cherry,Campohermoso,1.26,2,True
Raf,Nijar,3.72,3,True
bola,El Alquian,2.41,2,False
bola,Nijar,9.12,1,True
cherry,Nijar,3.42,1,True
bola,La Mojonera,1.55,2,True
kumato,El Alquian,2.12,1,True
cherry,Campohermoso,5.57,4,False
 de pera,El Ejido,3.76,3,True
 de pera,El Ejido,1.83,3,False
cherry,Campohermoso,7.1,1,True
kumato,La Mojonera,6.34,4,False
kumato,Nijar,2.7,1,False
kumato,Campohermoso,8.03,4,True
Raf,El Ejido,5.42,2,True
bola,Nijar,9.8,3,False
bola,El Alquian,9.7,2,True
kumato,El Alquian,2.36,3,False
rosa,La Mojonera,4.45,1,True
rosa,El Alquian,2.88,4,True
bola,La Mojonera,6.27,1,True
 de pera,Nijar,4.93,1,True
Raf,Campohermoso,0.65,2,True
Raf,El Alquian,1.09,4,True
 de pera,Nijar,7.68,2,False
corazon de buey,El Alquian,8.43,4,True
 de pera,Nijar,2.96,2,False
bola,El Ejido,5.04,1,False
corazon de buey,Nijar,8.38,3,True
bola,El Ejido,4.61,4,True
corazon de buey,Campohermoso,6.07,2,False
corazon de buey,El Ejido,1.76,3,True
Raf,El Alquian,0.2,1,True
corazon de buey,Campohermoso,1.09,3,True
rosa,Campohermoso,7.66,4,False
cherry,Nijar,0.27,3,True
Raf,El Alquian,2.24,1,True
rosa,Nijar,8.59,1,False
 de pera,Nijar,4.05,1,False
bola,La Mojonera,0.09,2,False
cherry,Campohermoso,5.3,4,False
bola,Nijar,0.97,1,True
 de pera,La Mojonera,4.55,4,True
Raf,El Alquian,7.45,3,True
rosa,El Alquian,1.02,3,False
cherry,Campohermoso,6.89,3,False
 de pera,El Ejido,2.05,1,False
verde,Campohermoso,5.86,2,False
bola,El Ejido,1.27,3,True
rosa,Nijar,1.53,3,True
corazon de buey,Campohermoso,4.86,2,False
cherry,El Ejido,2.62,2,False
 de pera,El Ejido,5.7,4,True
cherry,La Mojonera,4.59,1,True
bola,El Alquian,2.26,3,False
bola,La Mojonera,6.51,3,False
rosa,Nijar,2.82,1,True
kumato,El Ejido,1.49,3,False
bola,Nijar,0.46,4,False
kumato,El Alquian,1.65,3,False
 de pera,Nijar,6.27,1,True
kumato,Nijar,6.58,4,False
Raf,La Mojonera,9.34,2,False
corazon de buey,La Mojonera,4.1,1,False
rosa,La Mojonera,8.53,1,True
corazon de buey,Campohermoso,5.53,4,False
kumato,Campohermoso,4.0,1,False
Raf,El Alquian,7.04,4,True
kumato,El Ejido,8.49,2,False
rosa,El Ejido,9.04,4,False
Raf,El Ejido,0.08,1,True
cherry,El Alquian,2.89,2,False
verde,La Mojonera,2.79,4,True
Raf,La Mojonera,0.23,4,False
Raf,Nijar,2.33,2,True
kumato,Nijar,3.28,1,True
verde,El Alquian,2.1,4,True
rosa,El Alquian,8.82,1,False
kumato,Campohermoso,4.93,2,True
kumato,Campohermoso,1.25,4,True
corazon de buey,Campohermoso,4.66,1,True
kumato,Campohermoso,1.28,1,False
verde,El Ejido,3.33,3,False
cherry,El Alquian,8.62,3,False
corazon de buey,La Mojonera,0.82,4,True
Raf,El Ejido,1.52,2,False
cherry,El Alquian,2.15,4,True
kumato,El Ejido,3.03,2,False
verde,El Ejido,7.19,4,True
verde,Nijar,4.79,4,True
cherry,La Mojonera,3.02,2,True
bola,Nijar,0.3,1,True
cherry,La Mojonera,6.56,2,False
kumato,El Ejido,6.24,2,True
cherry,El Alquian,9.36,3,True
bola,Campohermoso,7.49,2,True
Raf,Nijar,4.43,1,True
verde,El Ejido,4.34,1,True
 de pera,El Alquian,6.53,1,False
 de pera,Nijar,6.28,1,False
verde,La Mojonera,2.81,2,True
bola,Campohermoso,9.95,3,False
verde,Nijar,6.66,4,True
rosa,El Ejido,1.23,1,False
corazon de buey,La Mojonera,3.83,3,False
cherry,Nijar,1.85,4,False
 de pera,Campohermoso,0.85,3,False
Raf,La Mojonera,7.81,2,False
corazon de buey,El Alquian,6.79,1,False
corazon de buey,Nijar,0.0,4,True
corazon de buey,Campohermoso,3.86,2,True
Raf,La Mojonera,3.87,2,False
Raf,El Alquian,5.75,3,False
bola,El Ejido,3.03,3,False
kumato,Nijar,9.0,2,False
rosa,La Mojonera,3.88,4,False
verde,La Mojonera,9.0,4,True
 de pera,El Ejido,0.66,3,True
bola,La Mojonera,1.85,3,True
cherry,Campohermoso,0.24,2,False
Raf,Campohermoso,8.19,3,False
 de pera,Nijar,2.66,1,False
rosa,Campohermoso,7.76,3,True
corazon de buey,Campohermoso,4.43,4,True
cherry,El Alquian,7.03,2,True
kumato,Nijar,4.37,3,False
bola,El Alquian,9.79,3,False
 de pera,El Ejido,9.01,2,False
verde,Nijar,3.35,1,False
corazon de buey,El Alquian,1.88,1,True
Raf,Campohermoso,9.96,2,True
 de pera,El Alquian,6.21,1,True
rosa,Campohermoso,4.72,2,False
Raf,El Alquian,3.17,2,False
verde,Campohermoso,3.35,1,False
corazon de buey,El Ejido,3.05,2,False
Raf,El Alquian,3.45,2,True
Raf,Campohermoso,8.63,2,False
cherry,El Alquian,1.97,3,False
kumato,Campohermoso,7.35,1,True
bola,Nijar,3.89,4,False
rosa,El Ejido,3.33,1,True
rosa,Campohermoso,3.48,2,False
Raf,El Alquian,3.26,1,False
corazon de buey,Campohermoso,0.86,3,True
cherry,Campohermoso,0.68,1,False
cherry,Nijar,7.09,3,True
 de pera,Campohermoso,5.37,1,False
kumato,El Ejido,6.0,3,True
corazon de buey,El Ejido,1.18,1,False
kumato,La Mojonera,6.15,3,True
rosa,La Mojonera,6.23,3,True
cherry,El Ejido,9.74,3,True
verde,El Ejido,3.96,4,False
rosa,El Alquian,4.64,4,False
verde,El Ejido,6.66,1,False
kumato,Nijar,2.79,2,False
 de pera,Campohermoso,0.24,4,True
rosa,Campohermoso,2.11,4,False
 de pera,El Alquian,6.2,1,True
kumato,Nijar,2.24,4,True
bola,El Ejido,5.49,4,False
cherry,El Ejido,6.94,2,False
Raf,Campohermoso,4.36,3,True
rosa,Campohermoso,9.05,2,False
 de pera,Nijar,3.3,3,True
bola,Campohermoso,5.18,4,False
cherry,Campohermoso,6.02,1,True
corazon de buey,La Mojonera,5.28,3,True
corazon de buey,La Mojonera,7.25,1,True
cherry,Nijar,2.53,2,True
cherry,Nijar,8.87,2,True
kumato,El Alquian,6.07,2,True
 de pera,Nijar,4.52,4,False
bola,El Ejido,0.91,1,False
kumato,La Mojonera,3.79,3,True
bola,Nijar,4.87,3,True
rosa,La Mojonera,2.66,1,True
verde,Campohermoso,6.87,4,False
verde,El Ejido,6.97,4,True
cherry,La Mojonera,3.33,3,True
cherry,Campohermoso,7.56,2,False
 de pera,Campohermoso,0.33,1,True
corazon de buey,El Ejido,2.51,1,True
verde,El Ejido,2.93,2,True
 de pera,Nijar,2.71,1,False
kumato,El Alquian,9.79,3,False
Raf,Nijar,9.94,1,False
cherry,Campohermoso,8.19,1,True
kumato,El Alquian,1.14,4,True
verde,Nijar,2.38,2,False
Raf,La Mojonera,9.84,3,False
bola,Nijar,8.25,4,True
rosa,El Alquian,0.69,1,False
corazon de buey,El Alquian,8.51,4,False
Raf,La Mojonera,3.29,1,False
bola,El Ejido,9.23,4,False
 de pera,Campohermoso,1.76,3,False
bola,El Ejido,1.17,3,True
rosa,La Mojonera,0.53,4,True
cherry,El Alquian,0.85,4,False
cherry,Campohermoso,2.85,2,True
 de pera,El Ejido,4.78,4,False
kumato,El Ejido,4.89,4,False
cherry,Campohermoso,9.04,1,False
rosa,La Mojonera,6.79,3,True
kumato,La Mojonera,4.21,3,True
bola,El Ejido,8.36,3,False
cherry,Campohermoso,2.78,4,True
 de pera,Nijar,5.51,3,False
corazon de buey,El Ejido,1.03,2,True
verde,La Mojonera,4.71,3,True
bola,El Alquian,9.45,4,True
Raf,El Alquian,5.62,3,True
Raf,La Mojonera,3.61,1,True
bola,La Mojonera,4.0,4,False
 de pera,El Alquian,4.32,2,True
bola,La Mojonera,7.62,3,False
bola,La Mojonera,9.51,2,True
kumato,Nijar,3.5,2,True
 de pera,Nijar,9.73,4,False
rosa,El Alquian,4.88,2,True
Raf,El Alquian,1.52,1,True
Raf,El Alquian,9.43,2,False
verde,La Mojonera,2.05,2,False
cherry,Nijar,5.39,4,False
corazon de buey,Campohermoso,1.34,3,False
rosa,La Mojonera,8.25,3,True
corazon de buey,La Mojonera,9.81,1,True
corazon de buey,La Mojonera,1.89,1,True
verde,La Mojonera,8.65,2,False
corazon de buey,El Ejido,1.15,2,True
kumato,La Mojonera,7.91,2,True
cherry,La Mojonera,4.54,1,False
rosa,El Ejido,7.76,2,False
kumato,Campohermoso,8.13,3,True
 de pera,Nijar,3.23,2,True
bola,Nijar,7.38,2,False
bola,Nijar,3.31,2,True
 de pera,El Ejido,4.39,3,False
 de pera,Nijar,4.56,2,True
bola,La Mojonera,7.49,4,False
rosa,Nijar,7.0,2,False
 de pera,El Ejido,3.37,2,True
cherry,Campohermoso,7.41,1,True
Raf,Nijar,8.28,1,True
Raf,El Ejido,6.69,1,True
Raf,Campohermoso,2.36,4,False
verde,El Ejido,6.7,2,False
corazon de buey,El Ejido,9.84,4,True
corazon de buey,El Ejido,8.19,2,True
kumato,El Ejido,3.03,2,False
corazon de buey,Nijar,6.56,2,True
bola,La Mojonera,4.41,3,True
verde,Campohermoso,5.93,1,True
corazon de buey,El Alquian,6.68,4,True
bola,Campohermoso,6.12,1,False
rosa,El Alquian,0.82,2,False
rosa,El Ejido,9.74,1,True
verde,El Alquian,0.47,4,True
 de pera,Campohermoso,4.69,3,True
 de pera,El Ejido,7.85,3,True
cherry,La Mojonera,1.63,2,True
rosa,Nijar,3.2,3,False
cherry,El Alquian,8.07,1,False
rosa,El Alquian,2.82,2,False
bola,El Alquian,0.4,2,False
Raf,El Ejido,7.12,2,False
corazon de buey,El Alquian,2.98,2,False
bola,El Alquian,8.76,2,True
corazon de buey,La Mojonera,4.59,4,True
 de pera,El Alquian,8.86,4,True
bola,La Mojonera,6.95,4,False
corazon de buey,El Alquian,4.11,1,True
 de pera,El Alquian,4.22,4,True
Raf,La Mojonera,0.49,4,True
rosa,Campohermoso,4.42,4,True
 de pera,El Ejido,6.1,1,False
Raf,Nijar,6.52,1,False
Raf,Nijar,4.05,1,True
 de pera,Campohermoso,2.47,2,False
kumato,Nijar,5.27,2,False
rosa,Campohermoso,4.09,1,False
corazon de buey,El Ejido,3.9,4,True
verde,El Alquian,3.44,4,True
bola,Campohermoso,3.32,2,False
cherry,El Alquian,7.3,1,False
bola,El Ejido,9.75,2,False
bola,Nijar,1.72,2,False
corazon de buey,La Mojonera,3.99,3,True
rosa,El Alquian,6.87,2,False
kumato,Campohermoso,5.74,1,True
bola,Nijar,6.87,4,False
rosa,El Alquian,3.66,2,True
kumato,El Ejido,9.04,2,True
verde,Nijar,0.66,4,True
 de pera,Nijar,5.76,4,True
bola,Campohermoso,1.21,2,True
corazon de buey,El Ejido,8.0,2,True
rosa,La Mojonera,5.39,2,False
rosa,El Alquian,7.36,3,False
kumato,La Mojonera,0.36,1,False
Raf,El Alquian,4.55,4,False
verde,La Mojonera,7.79,2,True
Raf,Campohermoso,5.7,4,True
cherry,El Alquian,6.84,4,True
corazon de buey,La Mojonera,6.99,3,False
bola,Nijar,0.74,2,True
 de pera,Campohermoso,2.47,4,True
rosa,Nijar,1.45,4,True
rosa,El Ejido,4.09,4,True
Raf,Campohermoso,4.16,2,True
Raf,El Alquian,5.73,4,False
bola,El Alquian,6.62,4,True
kumato,El Ejido,6.54,3,True
Raf,Nijar,8.11,1,False
verde,Campohermoso,0.05,2,False
cherry,Nijar,0.22,3,True
kumato,Campohermoso,1.74,2,True
bola,El Ejido,5.8,1,True
corazon de buey,El Ejido,1.09,3,True
bola,La Mojonera,3.64,4,True
bola,La Mojonera,8.32,2,True
kumato,La Mojonera,5.86,1,False
rosa,El Ejido,0.36,2,True
kumato,El Ejido,0.87,2,True
 de pera,El Alquian,0.98,4,False
rosa,La Mojonera,9.14,2,True
Raf,La Mojonera,8.27,1,True
corazon de buey,Nijar,1.18,4,True
 de pera,El Alquian,8.04,3,False
Raf,Nijar,2.93,3,False
cherry,El Ejido,2.94,2,True
kumato,La Mojonera,2.86,1,True
bola,Campohermoso,7.48,3,True
bola,Campohermoso,3.65,4,False
bola,Campohermoso,1.43,4,True
corazon de buey,Campohermoso,5.82,4,False
rosa,El Ejido,2.18,3,True
corazon de buey,Campohermoso,2.04,1,False
verde,Campohermoso,1.56,2,False
corazon de buey,Campohermoso,3.79,3,False
kumato,El Ejido,9.7,1,True
rosa,El Alquian,3.89,3,False
verde,El Alquian,3.13,1,True
cherry,El Alquian,2.12,2,True
cherry,El Alquian,4.64,4,False
verde,El Alquian,0.34,4,True
 de pera,Nijar,4.95,1,False
cherry,Campohermoso,3.31,3,False
 de pera,Campohermoso,1.45,4,False
bola,Campohermoso,1.58,4,True
bola,Nijar,2.91,1,True
 de pera,La Mojonera,5.12,4,True
bola,La Mojonera,4.73,4,True
kumato,La Mojonera,1.1,1,True
rosa,Nijar,0.63,2,False
kumato,El Ejido,2.12,2,True
 de pera,El Alquian,8.04,3,True
kumato,El Ejido,5.47,2,True
Raf,Nijar,2.32,3,True
verde,La Mojonera,6.57,4,True
cherry,La Mojonera,8.54,4,False
rosa,El Alquian,6.22,4,False
verde,Nijar,2.33,2,False
kumato,Nijar,6.89,3,True
kumato,El Alquian,4.52,3,True
verde,Nijar,7.7,1,True
verde,El Ejido,3.73,3,True
kumato,La Mojonera,3.16,3,False
corazon de buey,La Mojonera,4.66,2,False
rosa,El Alquian,7.5,3,False
verde,Campohermoso,2.6,3,False
Raf,La Mojonera,0.52,4,True
kumato,El Alquian,4.04,4,False
verde,La Mojonera,5.3,1,False
corazon de buey,La Mojonera,4.93,1,True
cherry,La Mojonera,7.9,4,True
bola,Nijar,6.88,3,True
Raf,Campohermoso,5.75,3,False
corazon de buey,La Mojonera,7.49,4,True
rosa,La Mojonera,2.1,2,True
corazon de buey,El Ejido,5.05,4,True
 de pera,Campohermoso,6.23,4,False
kumato,Campohermoso,4.34,1,False
kumato,Nijar,7.08,3,True
verde,La Mojonera,9.07,3,False
verde,La Mojonera,4.48,2,True
corazon de buey,El Ejido,4.95,3,False
cherry,Nijar,9.88,2,False
kumato,La Mojonera,9.6,2,False
kumato,El Ejido,2.12,3,False
corazon de buey,El Ejido,3.06,3,False
 de pera,Campohermoso,2.3,4,False
cherry,El Ejido,6.6,4,False
verde,Nijar,8.44,4,False
Raf,El Ejido,8.44,4,True
Raf,La Mojonera,2.83,2,False
corazon de buey,La Mojonera,8.08,4,True
rosa,La Mojonera,1.17,1,False
cherry,El Ejido,3.94,4,True
rosa,Campohermoso,1.47,4,True
Raf,El Ejido,0.04,1,True
verde,El Alquian,6.99,1,False
verde,Nijar,6.63,2,False
cherry,La Mojonera,6.93,1,True
kumato,Campohermoso,1.22,4,True
corazon de buey,El Alquian,0.0,2,True
Raf,Campohermoso,1.96,2,True
bola,Nijar,1.13,1,False
bola,El Ejido,5.05,2,True
cherry,Nijar,2.49,2,False
cherry,Nijar,9.05,4,True
rosa,El Alquian,6.27,1,True
 de pera,Nijar,6.13,4,False
rosa,Campohermoso,5.41,4,False
verde,Nijar,6.26,4,True
bola,La Mojonera,6.84,1,False
verde,El Ejido,8.25,2,True
kumato,Nijar,0.01,1,False
Raf,Nijar,5.27,1,False
bola,Campohermoso,5.75,3,True
verde,Nijar,1.46,3,True
kumato,Nijar,4.28,4,True
bola,Nijar,3.89,1,True
bola,La Mojonera,0.63,3,False
 de pera,La Mojonera,5.25,2,True
rosa,Nijar,1.15,1,False
Raf,El Ejido,6.32,4,False
verde,Nijar,4.33,2,False
cherry,El Alquian,5.17,3,True
 de pera,El Alquian,4.9,1,False
rosa,El Ejido,7.34,4,False
corazon de buey,Nijar,2.25,1,False
kumato,El Alquian,1.53,1,True
rosa,La Mojonera,3.48,4,False
kumato,Nijar,6.3,2,False
bola,La Mojonera,6.39,2,True
 de pera,El Alquian,8.41,1,False
corazon de buey,Nijar,7.94,2,True
verde,Nijar,4.7,3,True
corazon de buey,La Mojonera,9.68,4,False
verde,Nijar,7.99,1,True
verde,Campohermoso,1.3,3,True
rosa,Campohermoso,3.83,2,False
cherry,La Mojonera,0.77,2,False
verde,Nijar,3.31,3,False
Raf,El Alquian,2.89,3,False
bola,El Alquian,5.64,4,False
corazon de buey,La Mojonera,5.78,3,False
kumato,Campohermoso,4.49,3,True
Raf,La Mojonera,0.98,3,True
rosa,El Ejido,3.23,3,False
verde,La Mojonera,5.86,2,True
bola,El Ejido,8.32,1,False
verde,La Mojonera,5.75,2,True
Raf,Nijar,3.17,1,True
rosa,El Alquian,1.71,1,True
verde,La Mojonera,2.5,1,False
Raf,Nijar,1.27,3,True
rosa,El Ejido,9.03,3,True
bola,Nijar,4.72,2,True
 de pera,El Ejido,9.93,2,False
cherry,El Ejido,9.6,4,True
bola,La Mojonera,6.82,1,True
verde,Campohermoso,9.12,3,True
Raf,El Ejido,1.42,1,False
kumato,El Alquian,6.99,3,False
bola,Nijar,8.65,4,False
Raf,El Ejido,4.78,3,True
 de pera,El Ejido,1.93,1,False
kumato,Campohermoso,6.02,3,True
kumato,La Mojonera,9.89,4,False
cherry,Nijar,2.39,4,False
Raf,Nijar,5.34,4,True
kumato,Campohermoso,6.09,4,True
cherry,Nijar,1.56,4,False
kumato,El Ejido,5.63,4,True
Raf,El Ejido,1.93,4,False
cherry,Nijar,3.67,2,False
corazon de buey,Campohermoso,3.4,3,False
verde,Nijar,7.69,3,False
verde,Campohermoso,8.66,4,False
 de pera,La Mojonera,7.28,2,False
rosa,El Ejido,6.56,1,False
Raf,Nijar,7.38,3,False
 de pera,El Ejido,8.41,2,False
bola,Campohermoso,7.1,3,True
 de pera,La Mojonera,0.76,1,True
cherry,El Alquian,5.01,1,True
bola,La Mojonera,4.22,2,False
kumato,El Ejido,4.34,3,False
kumato,El Alquian,3.54,2,False
Raf,Nijar,1.62,4,False
Raf,El Ejido,3.44,4,True
kumato,El Ejido,4.52,2,True
Raf,La Mojonera,6.79,2,False
kumato,Campohermoso,9.3,4,True
kumato,El Alquian,6.71,3,False
bola,Nijar,4.2,1,True
 de pera,Nijar,8.68,4,True
rosa,El Alquian,9.44,1,False
Raf,El Alquian,0.86,1,False
 de pera,Nijar,9.37,3,True
kumato,La Mojonera,0.91,3,False
verde,Nijar,3.34,2,True
rosa,La Mojonera,5.69,1,True
corazon de buey,El Ejido,4.97,1,False
corazon de buey,La Mojonera,0.52,2,True
rosa,El Ejido,6.08,2,True
corazon de buey,La Mojonera,9.65,2,False
 de pera,El Alquian,5.78,2,True
corazon de buey,Nijar,7.03,1,True
cherry,El Ejido,5.39,1,False
cherry,Campohermoso,5.57,4,True
verde,Campohermoso,5.07,3,True
rosa,El Ejido,5.01,3,False
 de pera,La Mojonera,0.16,1,True
verde,La Mojonera,1.53,4,True
verde,Campohermoso,2.38,1,True
rosa,Campohermoso,5.17,4,True
kumato,Nijar,9.89,1,False
kumato,El Alquian,3.52,3,False
kumato,Campohermoso,7.0,2,False
 de pera,El Ejido,3.45,4,False
rosa,El Alquian,3.83,3,False
Raf,El Alquian,7.35,4,True
 de pera,Nijar,4.98,1,False
cherry,Campohermoso,3.88,1,True
verde,Campohermoso,8.18,2,False
kumato,La Mojonera,2.06,4,True
Raf,Nijar,1.58,1,True
rosa,La Mojonera,9.86,3,True
Raf,La Mojonera,9.22,2,False
Raf,Campohermoso,6.66,4,True
rosa,Nijar,2.5,4,True
Raf,Nijar,5.04,4,True
corazon de buey,La Mojonera,7.52,4,True
 de pera,El Ejido,5.85,1,True
rosa,Campohermoso,3.42,3,True
bola,La Mojonera,0.06,2,True
Raf,El Alquian,0.75,3,False
rosa,El Alquian,0.83,1,False
verde,Nijar,5.33,3,False
kumato,El Alquian,0.22,4,True
verde,La Mojonera,2.46,1,True
verde,La Mojonera,9.24,1,False
rosa,La Mojonera,9.43,2,True
cherry,El Alquian,6.7,2,False
 de pera,El Alquian,2.0,2,False
verde,Nijar,7.21,3,True
 de pera,El Alquian,6.98,2,False
corazon de buey,La Mojonera,2.6,4,False
kumato,Nijar,6.02,3,False
bola,Nijar,8.18,1,True
 de pera,El Ejido,6.57,4,True
cherry,Campohermoso,6.87,3,False
rosa,El Alquian,0.77,3,True
rosa,Nijar,4.61,3,False
bola,La Mojonera,9.68,2,True
bola,La Mojonera,7.04,4,False
corazon de buey,Campohermoso,4.99,3,False
verde,El Alquian,8.51,3,True
kumato,Nijar,8.42,4,False
bola,Campohermoso,5.99,2,True
cherry,La Mojonera,6.72,2,True
kumato,Campohermoso,7.72,1,False
 de pera,Campohermoso,6.64,1,True
kumato,Nijar,7.85,4,False
rosa,El Alquian,9.13,4,True
bola,El Alquian,3.81,3,True
 de pera,El Alquian,6.12,1,True
rosa,El Alquian,8.28,1,False
kumato,Nijar,3.5,1,False
bola,Nijar,8.45,4,True
verde,La Mojonera,4.64,2,False
Raf,Campohermoso,6.79,2,True
corazon de buey,La Mojonera,6.72,3,False
rosa,El Ejido,4.72,3,False
 de pera,El Alquian,2.27,1,True
cherry,Campohermoso,3.55,3,True
Raf,El Alquian,8.86,1,False
cherry,El Alquian,9.04,4,True
corazon de buey,Campohermoso,8.55,2,False
Raf,El Ejido,8.55,4,True
rosa,La Mojonera,4.62,4,True
corazon de buey,Nijar,9.0,4,False
 de pera,Nijar,0.5,3,True
bola,Campohermoso,4.11,3,False
kumato,El Alquian,3.22,1,True
cherry,El Ejido,3.58,1,False
verde,La Mojonera,5.46,2,True
Raf,Campohermoso,5.2,3,False
verde,El Ejido,3.71,2,False
kumato,El Ejido,2.52,1,False
kumato,Nijar,8.1,1,True
rosa,El Alquian,9.05,2,True
cherry,El Alquian,2.17,4,False
bola,Campohermoso,5.99,1,False
rosa,El Alquian,3.82,4,True
bola,Campohermoso,2.76,2,False
kumato,El Ejido,2.78,1,True
cherry,Nijar,8.14,3,False
 de pera,La Mojonera,4.29,3,False
 de pera,El Alquian,1.76,1,False
bola,Campohermoso,2.51,1,False
cherry,La Mojonera,1.93,3,True
Raf,El Ejido,9.91,4,False
kumato,La Mojonera,8.25,4,True
verde,El Alquian,8.0,3,False
corazon de buey,Nijar,9.36,1,False
rosa,La Mojonera,9.26,4,True
 de pera,La Mojonera,6.65,1,True
bola,Nijar,1.17,3,True
bola,La Mojonera,8.47,2,True
rosa,El Ejido,6.75,1,True
rosa,La Mojonera,3.97,1,False
rosa,El Alquian,4.13,4,True
Raf,Campohermoso,3.1,1,False
kumato,El Alquian,6.4,3,True
 de pera,El Ejido,2.78,2,False
rosa,Campohermoso,8.19,2,True
cherry,El Ejido,1.53,2,True
bola,El Alquian,2.03,3,False
bola,Campohermoso,1.79,2,False
 de pera,La Mojonera,5.95,3,False
kumato,La Mojonera,2.07,2,True
corazon de buey,Nijar,3.56,3,True
rosa,El Alquian,6.52,2,True
kumato,Nijar,4.41,4,True
Raf,La Mojonera,7.05,2,False
bola,El Alquian,1.19,1,True
kumato,La Mojonera,2.33,1,True
Raf,Nijar,6.75,3,True
 de pera,Nijar,2.31,4,False
 de pera,La Mojonera,3.4,4,False
cherry,Nijar,1.1,1,False
verde,El Alquian,2.17,3,False
verde,El Alquian,6.57,4,False
Raf,El Ejido,2.4,3,False
verde,Campohermoso,2.8,4,False
Raf,El Ejido,1.83,1,True
corazon de buey,El Alquian,2.64,3,True
corazon de buey,El Alquian,1.52,4,False
 de pera,El Alquian,7.33,1,False
corazon de buey,La Mojonera,1.81,1,True
verde,La Mojonera,1.74,1,True
verde,El Alquian,5.38,2,False
verde,El Alquian,2.05,2,False
verde,El Ejido,4.76,4,False
rosa,Nijar,7.92,3,True
Raf,El Ejido,6.54,3,False
bola,Campohermoso,1.83,3,False
cherry,El Ejido,5.15,3,False
 de pera,Nijar,0.69,3,False
rosa,El Ejido,2.58,3,False
cherry,El Alquian,3.38,3,True
cherry,La Mojonera,4.96,4,True
 de pera,La Mojonera,6.77,3,True
rosa,El Ejido,8.86,1,True
cherry,El Ejido,0.43,3,False
Raf,El Ejido,4.93,2,True
corazon de buey,La Mojonera,9.19,1,True
verde,El Ejido,9.66,4,True
kumato,Nijar,8.58,3,True
 de pera,La Mojonera,8.85,4,False
kumato,El Alquian,4.25,2,True
kumato,Campohermoso,9.28,4,False
Raf,Nijar,4.74,4,True
Raf,La Mojonera,5.89,1,False
rosa,El Alquian,1.67,3,True
rosa,Campohermoso,5.79,4,True
cherry,La Mojonera,0.38,3,True
kumato,El Alquian,6.96,4,False
corazon de buey,Campohermoso,8.48,1,True
cherry,El Ejido,3.14,4,False
cherry,Campohermoso,4.96,2,True
 de pera,El Alquian,3.97,3,False
kumato,El Ejido,6.97,3,True
corazon de buey,Campohermoso,2.46,4,False
